Date,Hour,Market Demand,Ontario Demand
2/11/18,15,18471,17470
2/11/18,16,18637,17492
2/11/18,17,18790,17877
2/11/18,18,19622,18494
2/11/18,19,20142,18798
2/11/18,20,19630,18255
2/11/18,21,19606,17814
2/11/18,22,19179,17158
2/11/18,23,18354,16292
2/11/18,24,17444,15439
2/12/18,1,17310,14825
2/12/18,2,17616,14548
2/12/18,3,17579,14487
2/12/18,4,17499,14466
2/12/18,5,17280,14608
2/12/18,6,17711,15202
2/12/18,7,18992,16583
2/12/18,8,19595,17793
2/12/18,9,19812,18009
2/12/18,10,19666,17904
2/12/18,11,19571,17799
2/12/18,12,19788,17755
2/12/18,13,19330,17626
2/12/18,14,18888,17486
2/12/18,15,19110,17316
2/12/18,16,19554,17444
2/12/18,17,19725,17754
2/12/18,18,20816,18638
2/12/18,19,21438,19449
2/12/18,20,21193,19387
2/12/18,21,21001,19119
2/12/18,22,20431,18637
2/12/18,23,18854,17461
2/12/18,24,17903,16222
2/13/18,1,16971,15586
2/13/18,2,16881,15297
2/13/18,3,16905,15111
2/13/18,4,17375,15120
2/13/18,5,17513,15332
2/13/18,6,18505,15962
2/13/18,7,19355,17209
2/13/18,8,20646,18637
2/13/18,9,20340,18648
2/13/18,10,20175,18281
2/13/18,11,19734,18117
2/13/18,12,19481,17983
2/13/18,13,20049,17930
2/13/18,14,19537,17874
2/13/18,15,19509,17887
2/13/18,16,19332,18121
2/13/18,17,19656,18553
2/13/18,18,20484,19152
2/13/18,19,20884,19558
2/13/18,20,20826,19431
2/13/18,21,20587,18984
2/13/18,22,20014,18213
2/13/18,23,18853,17112
2/13/18,24,18125,16077
2/14/18,1,17522,15113
2/14/18,2,17516,14669
2/14/18,3,17006,14252
2/14/18,4,16969,14208
2/14/18,5,17104,14294
2/14/18,6,17750,14958
2/14/18,7,18107,16183
2/14/18,8,18677,17358
2/14/18,9,18974,17465
2/14/18,10,19245,17127
2/14/18,11,18943,16663
2/14/18,12,18829,16298
2/14/18,13,18785,15925
2/14/18,14,18479,15554
2/14/18,15,18349,15459
2/14/18,16,18236,15445
2/14/18,17,18530,16106
2/14/18,18,19454,17127
2/14/18,19,19834,17777
2/14/18,20,19815,17813
2/14/18,21,19712,17721
2/14/18,22,18929,17074
2/14/18,23,17830,15958
2/14/18,24,17177,14809
2/15/18,1,17002,14264
2/15/18,2,16939,13941
2/15/18,3,16822,13708
2/15/18,4,16639,13557
2/15/18,5,16720,13572
2/15/18,6,17113,14138
2/15/18,7,18073,15419
2/15/18,8,19257,16694
2/15/18,9,19509,16923
2/15/18,10,19638,16857
2/15/18,11,19361,16686
2/15/18,12,19402,16677
2/15/18,13,19220,16670
2/15/18,14,19228,16545
2/15/18,15,19088,16540
2/15/18,16,18920,16781
2/15/18,17,19218,17132
2/15/18,18,19680,17655
2/15/18,19,19747,18222
2/15/18,20,19306,17990
2/15/18,21,19082,17574
2/15/18,22,18527,16888
2/15/18,23,17800,15885
2/15/18,24,16879,14830
2/16/18,1,16689,14065
2/16/18,2,16638,13772
2/16/18,3,16611,13642
2/16/18,4,16446,13629
2/16/18,5,16197,13723
2/16/18,6,16890,14324
2/16/18,7,17164,15466
2/16/18,8,18131,16777
2/16/18,9,18736,17094
2/16/18,10,19429,17194
2/16/18,11,19659,17121
2/16/18,12,19649,16732
2/16/18,13,19311,16186
2/16/18,14,19041,15980
2/16/18,15,19004,15860
2/16/18,16,18705,15850
2/16/18,17,18614,16361
2/16/18,18,19921,17511
2/16/18,19,21217,18444
2/16/18,20,20801,18564
2/16/18,21,20098,18059
2/16/18,22,18977,17551
2/16/18,23,18246,16602
2/16/18,24,17547,15586
2/17/18,1,17375,14845
2/17/18,2,17223,14444
2/17/18,3,17004,14118
2/17/18,4,17009,14057
2/17/18,5,17049,14065
2/17/18,6,17099,14186
2/17/18,7,17040,14753
2/17/18,8,17539,15143
2/17/18,9,17968,15626
2/17/18,10,18360,16028
2/17/18,11,18494,16178
2/17/18,12,18834,16240
2/17/18,13,18775,16108
2/17/18,14,18794,16158
2/17/18,15,18656,16215
2/17/18,16,18435,16369
2/17/18,17,18248,16645
2/17/18,18,19008,17365
2/17/18,19,19291,17880
2/17/18,20,18956,17338
2/17/18,21,18798,16875
2/17/18,22,18501,16293
2/17/18,23,17622,15593
2/17/18,24,16886,14771
2/18/18,1,16746,14294
2/18/18,2,16360,13800
2/18/18,3,16255,13499
2/18/18,4,16100,13327
2/18/18,5,16042,13349
2/18/18,6,15971,13484
2/18/18,7,16706,14082
2/18/18,8,16460,14384
2/18/18,9,16479,14795
2/18/18,10,16455,14865
2/18/18,11,16441,14784
2/18/18,12,16488,14696
2/18/18,13,16449,14532
2/18/18,14,16543,14306
2/18/18,15,16712,14253
2/18/18,16,16655,14344
2/18/18,17,17295,15167
2/18/18,18,18498,16350
2/18/18,19,19489,17070
2/18/18,20,19140,16750
2/18/18,21,18596,16261
2/18/18,22,17943,15617
2/18/18,23,17139,14898
2/18/18,24,16397,14163
2/19/18,1,15980,13647
2/19/18,2,15893,13237
2/19/18,3,15699,13047
2/19/18,4,15724,12957
2/19/18,5,15782,13039
2/19/18,6,16279,13557
2/19/18,7,16415,13988
2/19/18,8,16701,14180
2/19/18,9,17002,14416
2/19/18,10,17284,14603
2/19/18,11,17572,14851
2/19/18,12,18247,15456
2/19/18,13,18628,15860
2/19/18,14,18733,15973
2/19/18,15,18734,16104
2/19/18,16,18898,16167
2/19/18,17,19321,16571
2/19/18,18,19606,17164
2/19/18,19,19656,17235
2/19/18,20,19665,17060
2/19/18,21,19339,16559
2/19/18,22,18605,16020
2/19/18,23,17785,15200
2/19/18,24,16909,14347
2/20/18,1,16482,13721
2/20/18,2,16236,13377
2/20/18,3,15985,13135
2/20/18,4,15759,12855
2/20/18,5,16344,13406
2/20/18,6,16505,13790
2/20/18,7,17563,15107
2/20/18,8,19188,16548
2/20/18,9,19247,16738
2/20/18,10,19258,16812
2/20/18,11,19165,16865
2/20/18,12,18966,16893
2/20/18,13,18566,16743
2/20/18,14,18478,16669
2/20/18,15,18402,16493
2/20/18,16,18526,16532
2/20/18,17,18761,16996
2/20/18,18,19198,17311
2/20/18,19,19380,17493
2/20/18,20,19163,17339
2/20/18,21,18792,16974
2/20/18,22,18290,16221
2/20/18,23,17168,15222
2/20/18,24,16039,14400
2/21/18,1,15949,13846
2/21/18,2,15159,13220
2/21/18,3,15023,13020
2/21/18,4,15172,12988
2/21/18,5,15413,12993
2/21/18,6,15499,13416
2/21/18,7,16601,14519
2/21/18,8,18117,16160
2/21/18,9,18793,16776
2/21/18,10,18707,16790
2/21/18,11,18766,16793
2/21/18,12,18602,16825
2/21/18,13,18752,16800
2/21/18,14,18771,16718
2/21/18,15,18707,16842
2/21/18,16,18524,16771
2/21/18,17,19231,17380
2/21/18,18,20321,18218
2/21/18,19,20815,18657
2/21/18,20,20503,18569
2/21/18,21,19884,18229
2/21/18,22,19275,17543
2/21/18,23,18013,16528
2/21/18,24,17421,15520
2/22/18,1,16796,14875
2/22/18,2,16393,14339
2/22/18,3,16019,14088
2/22/18,4,16131,14070
2/22/18,5,16020,14085
2/22/18,6,16906,14834
2/22/18,7,18051,16138
2/22/18,8,19181,17452
2/22/18,9,19354,17605
2/22/18,10,19417,17639
2/22/18,11,19449,17710
2/22/18,12,19275,17577
2/22/18,13,18547,17308
2/22/18,14,18196,17005
2/22/18,15,17948,16674
2/22/18,16,18016,16490
2/22/18,17,18800,16858
2/22/18,18,19597,17807
2/22/18,19,20330,18446
2/22/18,20,20643,18626
2/22/18,21,20274,18373
2/22/18,22,19721,17666
2/22/18,23,18048,16443
2/22/18,24,17340,15426
2/23/18,1,17163,14727
2/23/18,2,16625,14222
2/23/18,3,16549,13993
2/23/18,4,16296,13877
2/23/18,5,16420,14017
2/23/18,6,16882,14486
2/23/18,7,17766,15847
2/23/18,8,19144,17168
2/23/18,9,19531,17587
2/23/18,10,19742,17746
2/23/18,11,19945,17811
2/23/18,12,19947,17808
2/23/18,13,19898,17890
2/23/18,14,19793,17711
2/23/18,15,19357,17425
2/23/18,16,19250,17279
2/23/18,17,19428,17470
2/23/18,18,19681,17703
2/23/18,19,19771,18028
2/23/18,20,19602,17662
2/23/18,21,19183,17210
2/23/18,22,18631,16591
2/23/18,23,17813,15749
2/23/18,24,16810,14809
2/24/18,1,16035,13936
2/24/18,2,15984,13471
2/24/18,3,15961,13289
2/24/18,4,15604,13128
2/24/18,5,15356,13297
2/24/18,6,15536,13475
2/24/18,7,16086,14129
2/24/18,8,16758,14838
2/24/18,9,17246,15317
2/24/18,10,17092,15656
2/24/18,11,16745,15691
2/24/18,12,16706,15637
2/24/18,13,17246,15577
2/24/18,14,17147,15348
2/24/18,15,16724,15139
2/24/18,16,16601,15044
2/24/18,17,16616,15339
2/24/18,18,17521,16058
2/24/18,19,18820,16901
2/24/18,20,18427,16550
2/24/18,21,17928,15972
2/24/18,22,17391,15515
2/24/18,23,16795,14795
2/24/18,24,15912,13909
2/25/18,1,15507,13517
2/25/18,2,15601,12901
2/25/18,3,15393,12716
2/25/18,4,15406,12752
2/25/18,5,15477,12818
2/25/18,6,15685,13037
2/25/18,7,15909,13400
2/25/18,8,15840,13871
2/25/18,9,16568,14495
2/25/18,10,17012,14954
2/25/18,11,17025,14967
2/25/18,12,16689,14672
2/25/18,13,16365,14498
2/25/18,14,16236,14184
2/25/18,15,15987,13945
2/25/18,16,15869,13940
2/25/18,17,16622,14634
2/25/18,18,17883,15840
2/25/18,19,18774,16734
2/25/18,20,18858,16814
2/25/18,21,18286,16287
2/25/18,22,17761,15694
2/25/18,23,16798,14733
2/25/18,24,15932,13974
2/26/18,1,15336,13377
2/26/18,2,15448,13043
2/26/18,3,15275,12891
2/26/18,4,15154,12902
2/26/18,5,15376,13121
2/26/18,6,16275,13849
2/26/18,7,17207,15291
2/26/18,8,18207,16566
2/26/18,9,18136,16416
2/26/18,10,17703,15880
2/26/18,11,17415,15703
2/26/18,12,17624,15738
2/26/18,13,17253,15228
2/26/18,14,16981,15105
2/26/18,15,16773,15004
2/26/18,16,16859,15114
2/26/18,17,17666,15835
2/26/18,18,18570,16857
2/26/18,19,19533,17660
2/26/18,20,19530,17792
2/26/18,21,19072,17386
2/26/18,22,18443,16810
2/26/18,23,17460,15749
2/26/18,24,16700,14763
2/27/18,1,16172,14054
2/27/18,2,16055,13675
2/27/18,3,15814,13375
2/27/18,4,15902,13404
2/27/18,5,16026,13489
2/27/18,6,16276,14206
2/27/18,7,17862,15625
2/27/18,8,18617,16531
2/27/18,9,18044,16002
2/27/18,10,17491,15435
2/27/18,11,17127,15035
2/27/18,12,16609,14631
2/27/18,13,16232,14335
2/27/18,14,15829,14186
2/27/18,15,16142,14178
2/27/18,16,16305,14440
2/27/18,17,17002,15182
2/27/18,18,18277,16227
2/27/18,19,19016,16911
2/27/18,20,19257,17084
2/27/18,21,18939,16818
2/27/18,22,18467,16138
2/27/18,23,17428,15156
2/27/18,24,16424,14089
2/28/18,1,16170,13488
2/28/18,2,15831,13011
2/28/18,3,15704,12737
2/28/18,4,16150,12782
2/28/18,5,15914,13039
2/28/18,6,16363,13731
2/28/18,7,17191,14901
2/28/18,8,17886,15894
2/28/18,9,18097,15871
2/28/18,10,17611,15571
2/28/18,11,17353,15244
2/28/18,12,17339,15031
2/28/18,13,16870,14694
2/28/18,14,16911,14563
2/28/18,15,17334,14792
2/28/18,16,17640,15144
2/28/18,17,18156,15727
2/28/18,18,18641,16394
2/28/18,19,19152,16991
2/28/18,20,19371,17266
2/28/18,21,18609,16996
2/28/18,22,18322,16417
2/28/18,23,17256,15337
2/28/18,24,16816,14377
3/1/18,1,16429,13731
3/1/18,2,16595,13445
3/1/18,3,16419,13288
3/1/18,4,15806,13039
3/1/18,5,15916,13221
3/1/18,6,16179,13880
3/1/18,7,17237,14885
3/1/18,8,18298,16052
3/1/18,9,18408,15954
3/1/18,10,18174,15569
3/1/18,11,17670,15335
3/1/18,12,17699,15376
3/1/18,13,17892,15463
3/1/18,14,18016,15482
3/1/18,15,17903,15535
3/1/18,16,18278,15935
3/1/18,17,18911,16710
3/1/18,18,19602,17281
3/1/18,19,19961,17820
3/1/18,20,19302,17436
3/1/18,21,19204,17171
3/1/18,22,18967,16593
3/1/18,23,18088,15662
3/1/18,24,17081,14586
3/2/18,1,16858,14041
3/2/18,2,16580,13722
3/2/18,3,16532,13557
3/2/18,4,16468,13427
3/2/18,5,16451,13643
3/2/18,6,16911,14276
3/2/18,7,17828,15301
3/2/18,8,18718,16606
3/2/18,9,19221,16845
3/2/18,10,18808,16725
3/2/18,11,18453,16370
3/2/18,12,18344,16051
3/2/18,13,17891,15727
3/2/18,14,17633,15512
3/2/18,15,17583,15524
3/2/18,16,17561,15690
3/2/18,17,17972,16103
3/2/18,18,18856,16755
3/2/18,19,19778,17628
3/2/18,20,20170,17920
3/2/18,21,19679,17513
3/2/18,22,19214,16944
3/2/18,23,18220,15956
3/2/18,24,17488,14927
3/3/18,1,16885,14154
3/3/18,2,16412,13803
3/3/18,3,16373,13594
3/3/18,4,16421,13505
3/3/18,5,16386,13535
3/3/18,6,16645,13691
3/3/18,7,16818,14334
3/3/18,8,17729,15012
3/3/18,9,17745,15113
3/3/18,10,17852,15103
3/3/18,11,17506,14891
3/3/18,12,17418,14669
3/3/18,13,17072,14428
3/3/18,14,16879,14263
3/3/18,15,16650,14041
3/3/18,16,16692,14113
3/3/18,17,17344,14706
3/3/18,18,18136,15552
3/3/18,19,19046,16626
3/3/18,20,19066,16575
3/3/18,21,18855,16332
3/3/18,22,18260,15853
3/3/18,23,17679,15260
3/3/18,24,16993,14413
3/4/18,1,16675,13733
3/4/18,2,16077,13355
3/4/18,3,16045,13078
3/4/18,4,15980,12995
3/4/18,5,15987,12984
3/4/18,6,15953,13243
3/4/18,7,16276,13772
3/4/18,8,16562,14119
3/4/18,9,16226,13963
3/4/18,10,16157,13823
3/4/18,11,16053,13753
3/4/18,12,16052,13857
3/4/18,13,16144,13854
3/4/18,14,16005,13727
3/4/18,15,15984,13695
3/4/18,16,16150,13983
3/4/18,17,16907,14738
3/4/18,18,17961,15846
3/4/18,19,19235,17024
3/4/18,20,19437,17136
3/4/18,21,19027,16706
3/4/18,22,18287,16140
3/4/18,23,17535,15296
3/4/18,24,16750,14487
3/5/18,1,16193,13831
3/5/18,2,16280,13628
3/5/18,3,16483,13539
3/5/18,4,16414,13475
3/5/18,5,16514,13724
3/5/18,6,17001,14442
3/5/18,7,18205,15719
3/5/18,8,19474,16944
3/5/18,9,19411,17052
3/5/18,10,18920,16613
3/5/18,11,18531,16323
3/5/18,12,18354,16130
3/5/18,13,18148,15980
3/5/18,14,18029,15992
3/5/18,15,18105,16000
3/5/18,16,18557,16127
3/5/18,17,19176,16701
3/5/18,18,19557,17409
3/5/18,19,20173,18270
3/5/18,20,20121,18380
3/5/18,21,19819,17939
3/5/18,22,19556,17214
3/5/18,23,18669,16167
3/5/18,24,17548,15076
3/6/18,1,16954,14326
3/6/18,2,16461,13854
3/6/18,3,16286,13666
3/6/18,4,16276,13574
3/6/18,5,16337,13682
3/6/18,6,17078,14353
3/6/18,7,18058,15560
3/6/18,8,18986,16676
3/6/18,9,19040,16962
3/6/18,10,18939,16740
3/6/18,11,18800,16640
3/6/18,12,19082,16958
3/6/18,13,18981,16945
3/6/18,14,18792,16607
3/6/18,15,18985,16956
3/6/18,16,18949,17023
3/6/18,17,19406,17517
3/6/18,18,19606,17919
3/6/18,19,20057,18423
3/6/18,20,20118,18462
3/6/18,21,19790,18050
3/6/18,22,19142,17294
3/6/18,23,18279,16303
3/6/18,24,17339,15149
3/7/18,1,16712,14594
3/7/18,2,16228,14118
3/7/18,3,16071,13938
3/7/18,4,15816,13795
3/7/18,5,15923,13949
3/7/18,6,16846,14535
3/7/18,7,17692,15664
3/7/18,8,18672,16787
3/7/18,9,18865,17080
3/7/18,10,18779,17078
3/7/18,11,18771,16927
3/7/18,12,18834,16877
3/7/18,13,18454,16705
3/7/18,14,18669,16679
3/7/18,15,18434,16683
3/7/18,16,19004,16882
3/7/18,17,19539,17297
3/7/18,18,19702,17695
3/7/18,19,20250,18140
3/7/18,20,19970,18031
3/7/18,21,19716,17774
3/7/18,22,18999,17074
3/7/18,23,17567,15936
3/7/18,24,17013,14906
3/8/18,1,16498,14118
3/8/18,2,16257,13815
3/8/18,3,16078,13686
3/8/18,4,16193,13656
3/8/18,5,16378,13825
3/8/18,6,16787,14485
3/8/18,7,17907,15662
3/8/18,8,18707,16687
3/8/18,9,19395,17043
3/8/18,10,19500,17025
3/8/18,11,19266,16831
3/8/18,12,19099,16831
3/8/18,13,18969,16669
3/8/18,14,18993,16737
3/8/18,15,19168,16723
3/8/18,16,19592,16951
3/8/18,17,19980,17381
3/8/18,18,19904,17723
3/8/18,19,20665,18250
3/8/18,20,20669,18231
3/8/18,21,20586,17978
3/8/18,22,19945,17291
3/8/18,23,18771,16241
3/8/18,24,17599,15094
3/9/18,1,16769,14385
3/9/18,2,16460,13914
3/9/18,3,16177,13663
3/9/18,4,16274,13635
3/9/18,5,16364,13695
3/9/18,6,16836,14288
3/9/18,7,17819,15379
3/9/18,8,18817,16410
3/9/18,9,19150,16782
3/9/18,10,19173,16748
3/9/18,11,18919,16536
3/9/18,12,18668,16243
3/9/18,13,18458,16011
3/9/18,14,18304,15934
3/9/18,15,18513,16025
3/9/18,16,18678,16196
3/9/18,17,19315,16603
3/9/18,18,19153,17052
3/9/18,19,20272,17649
3/9/18,20,20331,17821
3/9/18,21,19534,17333
3/9/18,22,18718,16768
3/9/18,23,18175,15900
3/9/18,24,17403,14889
3/10/18,1,16660,14215
3/10/18,2,16136,13703
3/10/18,3,16182,13607
3/10/18,4,16185,13547
3/10/18,5,16098,13443
3/10/18,6,16272,13676
3/10/18,7,16969,14336
3/10/18,8,17431,14894
3/10/18,9,17657,15160
3/10/18,10,17575,15090
3/10/18,11,17507,15228
3/10/18,12,17964,15314
3/10/18,13,17966,15242
3/10/18,14,17540,15033
3/10/18,15,17435,14885
3/10/18,16,17066,14948
3/10/18,17,17410,15432
3/10/18,18,18122,16155
3/10/18,19,19114,16897
3/10/18,20,19077,16875
3/10/18,21,18587,16561
3/10/18,22,17719,15980
3/10/18,23,17633,15444
3/10/18,24,17052,14552
3/11/18,1,16348,13972
3/11/18,2,16224,13640
3/11/18,3,15951,13441
3/11/18,4,16006,13405
3/11/18,5,16154,13584
3/11/18,6,16287,13823
3/11/18,7,16410,14066
3/11/18,8,16708,14426
3/11/18,9,16649,14669
3/11/18,10,16488,14670
3/11/18,11,16256,14525
3/11/18,12,16536,14572
3/11/18,13,16787,14476
3/11/18,14,16796,14331
3/11/18,15,16845,14405
3/11/18,16,16831,14731
3/11/18,17,17179,15239
3/11/18,18,17242,15709
3/11/18,19,18008,16540
3/11/18,20,18223,16826
3/11/18,21,17905,16430
3/11/18,22,17144,15748
3/11/18,23,16626,14847
3/11/18,24,16313,14247
3/12/18,1,15591,13754
3/12/18,2,15670,13680
3/12/18,3,15639,13519
3/12/18,4,16022,13693
3/12/18,5,16236,14295
3/12/18,6,17477,15408
3/12/18,7,18711,16779
3/12/18,8,18726,17196
3/12/18,9,18707,17162
3/12/18,10,18862,16968
3/12/18,11,18653,16710
3/12/18,12,18596,16647
3/12/18,13,18547,16546
3/12/18,14,18627,16545
3/12/18,15,18690,16709
3/12/18,16,18844,16959
3/12/18,17,19041,17323
3/12/18,18,19035,17497
3/12/18,19,19826,18081
3/12/18,20,19722,18006
3/12/18,21,19113,17409
3/12/18,22,17988,16452
3/12/18,23,17132,15429
3/12/18,24,16524,14657
3/13/18,1,16544,14505
3/13/18,2,16295,14026
3/13/18,3,16488,13924
3/13/18,4,16326,14027
3/13/18,5,16963,14532
3/13/18,6,18072,15622
3/13/18,7,18680,16824
3/13/18,8,18885,17132
3/13/18,9,18873,17174
3/13/18,10,18731,17019
3/13/18,11,18511,16814
3/13/18,12,18318,16544
3/13/18,13,18037,16210
3/13/18,14,17740,16051
3/13/18,15,17843,16044
3/13/18,16,17992,16198
3/13/18,17,18488,16741
3/13/18,18,18709,16976
3/13/18,19,19181,17729
3/13/18,20,19542,17899
3/13/18,21,19108,17304
3/13/18,22,18417,16396
3/13/18,23,17345,15271
3/13/18,24,16600,14433
3/14/18,1,16378,14131
3/14/18,2,16003,13655
3/14/18,3,16360,13726
3/14/18,4,16629,13849
3/14/18,5,17043,14364
3/14/18,6,18071,15469
3/14/18,7,18452,16451
3/14/18,8,18924,16873
3/14/18,9,19063,16995
3/14/18,10,19228,16972
3/14/18,11,18630,16600
3/14/18,12,18375,16283
3/14/18,13,18279,16195
3/14/18,14,18065,16102
3/14/18,15,18165,16085
3/14/18,16,18413,16280
3/14/18,17,18796,16640
3/14/18,18,18939,16858
3/14/18,19,20044,17992
3/14/18,20,19744,18131
3/14/18,21,19172,17500
3/14/18,22,18091,16287
3/14/18,23,17216,15296
3/14/18,24,16677,14557
3/15/18,1,16647,14311
3/15/18,2,16317,13838
3/15/18,3,16325,13861
3/15/18,4,16660,14152
3/15/18,5,16994,14585
3/15/18,6,17662,15635
3/15/18,7,18383,16710
3/15/18,8,18686,17108
3/15/18,9,18456,16659
3/15/18,10,17885,16139
3/15/18,11,17784,15809
3/15/18,12,18308,15817
3/15/18,13,18123,15681
3/15/18,14,17836,15549
3/15/18,15,17620,15639
3/15/18,16,17863,15968
3/15/18,17,18045,16465
3/15/18,18,18701,16898
3/15/18,19,19225,17453
3/15/18,20,19019,17617
3/15/18,21,18942,17109
3/15/18,22,18032,16170
3/15/18,23,17224,15073
3/15/18,24,16880,14463
3/16/18,1,16485,13897
3/16/18,2,16364,13682
3/16/18,3,16388,13719
3/16/18,4,16309,13847
3/16/18,5,16677,14429
3/16/18,6,17995,15655
3/16/18,7,18889,16901
3/16/18,8,19241,17296
3/16/18,9,19187,17093
3/16/18,10,18636,16609
3/16/18,11,18169,16326
3/16/18,12,17874,16089
3/16/18,13,17455,15727
3/16/18,14,17124,15395
3/16/18,15,16748,15068
3/16/18,16,16584,14934
3/16/18,17,17085,15438
3/16/18,18,17858,16104
3/16/18,19,18937,17155
3/16/18,20,19106,17441
3/16/18,21,18672,17022
3/16/18,22,17851,16247
3/16/18,23,17243,15206
3/16/18,24,16653,14396
3/17/18,1,16342,14007
3/17/18,2,16260,13730
3/17/18,3,16278,13628
3/17/18,4,16341,13674
3/17/18,5,16536,13873
3/17/18,6,16918,14387
3/17/18,7,17071,14890
3/17/18,8,17519,15285
3/17/18,9,17433,15319
3/17/18,10,16700,14694
3/17/18,11,16662,14596
3/17/18,12,16820,14483
3/17/18,13,16666,14238
3/17/18,14,16291,13930
3/17/18,15,15969,13741
3/17/18,16,15931,13894
3/17/18,17,16785,14598
3/17/18,18,17098,15320
3/17/18,19,18123,16218
3/17/18,20,18562,16476
3/17/18,21,17715,16122
3/17/18,22,17683,15565
3/17/18,23,17119,14905
3/17/18,24,16746,14328
3/18/18,1,16277,13804
3/18/18,2,16123,13670
3/18/18,3,15887,13554
3/18/18,4,15698,13580
3/18/18,5,15641,13690
3/18/18,6,16297,14001
3/18/18,7,16512,14315
3/18/18,8,16919,14644
3/18/18,9,17188,14791
3/18/18,10,17199,14620
3/18/18,11,17158,14351
3/18/18,12,16731,14035
3/18/18,13,16275,13684
3/18/18,14,16060,13464
3/18/18,15,16316,13603
3/18/18,16,16482,13986
3/18/18,17,17100,14712
3/18/18,18,17297,15401
3/18/18,19,18190,16287
3/18/18,20,18767,16690
3/18/18,21,17828,15978
3/18/18,22,17250,15137
3/18/18,23,16882,14277
3/18/18,24,16152,13688
3/19/18,1,16013,13453
3/19/18,2,16227,13569
3/19/18,3,16223,13544
3/19/18,4,16396,13777
3/19/18,5,17087,14475
3/19/18,6,18606,16005
3/19/18,7,20273,17547
3/19/18,8,19704,17122
3/19/18,9,18968,16442
3/19/18,10,17911,15786
3/19/18,11,17807,15671
3/19/18,12,17523,15447
3/19/18,13,17390,15392
3/19/18,14,17243,15253
3/19/18,15,17060,15167
3/19/18,16,17482,15355
3/19/18,17,17839,15930
3/19/18,18,18231,16529
3/19/18,19,19416,17523
3/19/18,20,19607,17916
3/19/18,21,19116,17382
3/19/18,22,18272,16365
3/19/18,23,17394,15240
3/19/18,24,16694,14519
3/20/18,1,16423,14267
3/20/18,2,16322,14125
3/20/18,3,16217,13976
3/20/18,4,16160,14043
3/20/18,5,16826,14664
3/20/18,6,18720,16064
3/20/18,7,19871,17314
3/20/18,8,20049,17324
3/20/18,9,19209,16414
3/20/18,10,18070,15683
3/20/18,11,17899,15448
3/20/18,12,17786,15295
3/20/18,13,17648,15226
3/20/18,14,17608,15043
3/20/18,15,17508,14965
3/20/18,16,17688,15207
3/20/18,17,18116,15665
3/20/18,18,18684,16361
3/20/18,19,19605,17372
3/20/18,20,20424,18052
3/20/18,21,19670,17340
3/20/18,22,18558,16315
3/20/18,23,17411,15139
3/20/18,24,16674,14375
3/21/18,1,16233,13938
3/21/18,2,16231,13857
3/21/18,3,16193,13679
3/21/18,4,16378,13906
3/21/18,5,16752,14529
3/21/18,6,18179,15985
3/21/18,7,19721,17395
3/21/18,8,19730,17394
3/21/18,9,19067,16771
3/21/18,10,18461,16158
3/21/18,11,18076,15744
3/21/18,12,17459,15325
3/21/18,13,17451,15122
3/21/18,14,17370,14960
3/21/18,15,17549,15126
3/21/18,16,17925,15495
3/21/18,17,18195,16011
3/21/18,18,18477,16495
3/21/18,19,19279,17438
3/21/18,20,19567,17841
3/21/18,21,19007,17220
3/21/18,22,17644,16156
3/21/18,23,16736,14979
3/21/18,24,16188,14285
3/22/18,1,15909,13772
3/22/18,2,15776,13611
3/22/18,3,15971,13704
3/22/18,4,16099,13948
3/22/18,5,16874,14676
3/22/18,6,18035,15948
3/22/18,7,19335,17337
3/22/18,8,19067,17188
3/22/18,9,18772,16558
3/22/18,10,17892,15753
3/22/18,11,17609,15367
